92,3,3,1,Dr Taghreed Zewail,Organic Chemistry 1,Class P41,1,0,0,1,,,,,Lecture,,,,,,,,,,,,,,,,,Unknown,Organic Chemistry 1,Lab,2,0,2,2,Lab,Unknown,Organic Chemistry 1,Lab,2,0,3,3,Lab,None
93,3,3,1,Dr Amira Youssef,Programming 1,Class P41,1,5,4,5,,,,,Lecture,,,,,,,,,,,,,,,,,Unknown,Programming 1,Lab,2,0,4,4,Lab,Unknown,Programming 1,Lab,2,0,5,5,Lab,None
94,3,3,1,Dr Mohamed Magdy,Electrical Circuits,Class 72,1,1,0,1,,,,,Lecture,,,,,,,,,,,,,,,,,Unknown,Electrical Circuits,Lab,1,1,2,2,Lab,Unknown,Electrical Circuits,Lab,1,1,4,4,Lab,None
95,3,3,1,Unknown,Biology,Class C11,1,2,0,1,,,,,Lecture,,,,,,,,,,,,,,,,,Unknown,Biology,Lab,2,4,0,0,Lab,Unknown,Biology,Lab,2,4,1,1,Lab,None
96,3,3,1,Dr Ahmed Abdelnaby,Fundamentals of Fluid mechanics,Class C11,1,2,2,3,,,,,Lecture,,,,,,,,,,,,,,,,,Unknown,Fundamentals of Fluid mechanics,Lab,2,2,4,4,Lab,Unknown,Fundamentals of Fluid mechanics,Lab,2,2,5,5,Lab,None
97,3,3,1,Dr Amr Abdelrazek,Multi‐variable Calculus,Class P41,1,5,0,1,,,,,Lecture,Unknown,Multi‐variable Calculus,P41,2,5,2,2,Tut,Unknown,Multi‐variable Calculus,P41,2,5,3,3,Tut,,,,,,,,,,,,,,,,,None
