81,9,3,1,Dr Marwan Torki,Computer Vision,Class Class C8,1,0,7,9,,,,,Lecture,Unknown,Computer Vision,Class C8,2,0,10,10,Tut,Unknown,Computer Vision,Class C8,2,0,11,11,Tut,,,,,,,,,,,,,,,,,CCE
82,9,3,1,Unknown,Senior Project 1,Unknown,1,4,10,11,,,,,Lecture,Unknown,Senior Project 1,Unknown,2,5,0,0,Tut,Unknown,Senior Project 1,Unknown,2,5,1,1,Tut,,,,,,,,,,,,,,,,,CCE
83,9,3,1,Dr Hesham Tolba,Digital Communications,K5,1,5,4,5,,,,,Lecture,Unknown,Digital Communications,Class 71,1,5,3,3,Tut,Unknown,Digital Communications,Class 71,1,5,8,8,Tut,Unknown,Digital Communications,Lab,2,5,6,6,Lab,Unknown,Digital Communications,Lab,2,5,7,7,Lab,CCE
84,9,3,2,Dr Yasser Fouad,Net,Class C39,1,0,8,10,,,,,Lecture,Unknown,Net,Class 74,2,0,6,6,Tut,Unknown,Net,Class 74,2,0,7,7,Tut,,,,,,,,,,,,,,,,,CCE
85,9,3,2,Dr Hussien Ali,Software Engineering,Unknown,1,3,2,4,,,,,Lecture,Unknown,Software Engineering,Class 72,2,3,0,0,Tut,Unknown,Software Engineering,Class 72,2,3,1,1,Tut,,,,,,,,,,,,,,,,,CCE
86,9,3,2,Dr Yasmine Abou Elseoud,Performance Evaluation,Class,1,4,5,7,,,,,Lecture,Unknown,Performance Evaluation,Class 701,2,4,8,8,Tut,Unknown,Performance Evaluation,Class 701,2,4,9,9,Tut,,,,,,,,,,,,,,,,,CCE
87,9,3,2,Dr Shawky Shaaban,Communication Systems,K5,1,5,6,7,,,,,Lecture,Unknown,Communication Systems,Class 701,1,5,4,4,Tut,Unknown,Communication Systems,Class 701,1,5,9,9,Tut,Unknown,Communication Systems,Lab,2,4,8,8,Lab,Unknown,Communication Systems,Lab,2,4,9,9,Lab,CCE
88,9,3,3,Dr Mohamed Salama,Software Engineering,Class C40,1,0,5,7,,,,,Lecture,Unknown,Software Engineering,Class 703,2,0,8,8,Tut,Unknown,Software Engineering,Class 703,2,0,9,9,Tut,,,,,,,,,,,,,,,,,CCE
89,9,3,3,Dr Shawky Shaaban,Communication Systems,Class 71,1,2,6,7,,,,,Lecture,Unknown,Communication Systems,Class 72,1,2,4,4,Tut,Unknown,Communication Systems,Class 701,1,2,9,9,Tut,Unknown,Communication Systems,Lab,2,5,2,2,Lab,Unknown,Communication Systems,Lab,2,5,3,3,Lab,CCE
90,9,3,3,Dr Marwan Torki,Pattern Recognition,Class,1,4,2,4,,,,,Lecture,Unknown,Pattern Recognition,Class 704,2,4,0,0,Tut,Unknown,Pattern Recognition,Class 704,2,4,1,1,Tut,,,,,,,,,,,,,,,,,CCE
91,9,3,3,Dr Marwan Torki,Artificial Intelligence,Class,1,4,5,7,,,,,Lecture,Unknown,Artificial Intelligence,Class 702,2,4,8,8,Tut,Unknown,Artificial Intelligence,Class 702,2,4,9,9,Tut,,,,,,,,,,,,,,,,,CCE
92,9,3,3,Dr Yasmine Abou Elseoud,Performance Evaluation,L4,1,5,4,6,,,,,Lecture,Unknown,Performance Evaluation,Class 701,2,5,2,2,Tut,Unknown,Performance Evaluation,Class 701,2,5,3,3,Tut,,,,,,,,,,,,,,,,,CCE
