344,3,3,1,Dr Mohsen Mandour- Dr said Agamy,Modern Physics,Class C27,1,0,0,1,,,,,Lecture,Unknown,Modern Physics,Class 74,1,5,3,3,Tut,Unknown,Modern Physics,Class 74,1,5,8,8,Tut,Unknown,Modern Physics,Lab,2,4,0,0,Lab,Unknown,Modern Physics,Lab,2,4,1,1,Lab,CCE
345,3,3,1,Dr Amr Abdelrazek,Math 3,L5,1,0,2,4,,,,,Lecture,Unknown,Math 3,Class 71,2,4,0,0,Tut,Unknown,Math 3,Class 71,2,4,1,1,Tut,,,,,,,,,,,,,,,,,CCE
346,3,3,1,Dr Abdelazim Mohamed,Math 4,P47,1,1,8,10,,,,,Lecture,Unknown,Math 4,C42,1,1,7,7,Tut,Unknown,Math 4,P47,1,1,11,11,Tut,,,,,,,,,,,,,,,,,CCE
347,3,3,1,Dr Bassant Youssef,Probability and Statistics,C28,1,4,4,5,,,,,Lecture,Unknown,Probability and Statistics,Class 74,1,3,2,2,Tut,Unknown,Probability and Statistics,Class 72,1,3,3,3,Tut,,,,,,,,,,,,,,,,,CCE
348,3,3,1,Dr Saleh Elshehaby,Programming 1,Class C28,1,3,6,8,,,,,Lecture,,,,,,,,,,,,,,,,,Unknown,Programming 1,Lab,2,3,4,4,Lab,Unknown,Programming 1,Lab,2,3,5,5,Lab,CCE
349,3,3,1,Dr Mohamed Mohamed Zakaria,Electrical Circuits,Class C38,1,4,2,3,,,,,Lecture,Unknown,Electrical Circuits,Class72,1,5,2,2,Tut,Unknown,Electrical Circuits,Class 701,1,5,9,9,Tut,Unknown,Electrical Circuits,Lab,2,4,6,6,Lab,Unknown,Electrical Circuits,Lab,2,4,7,7,Lab,CCE
350,3,3,1,Dr Amr Elmasry,Discrete Structures for Computing,Class c39,1,5,4,6,,,,,Lecture,Unknown,Discrete Structures,Class 703,2,3,4,4,Tut,Unknown,Discrete Structures,Class 703,2,3,5,5,Tut,,,,,,,,,,,,,,,,,CCE
351,3,3,2,Dr Bassant Youssef,Probability and Statistics,K5,1,0,8,9,,,,,Lecture,Unknown,Probability and Statistics,Class 703,1,0,3,3,Tut,Unknown,Probability and Statistics,Class 74,1,1,8,8,Tut,,,,,,,,,,,,,,,,,CCE
352,3,3,2,Dr Amr Abdelrazek,Math 3,L5,1,0,5,7,,,,,Lecture,Unknown,Math 3,Class 702,2,1,6,6,Tut,Unknown,Math 3,Class 702,2,1,7,7,Tut,,,,,,,,,,,,,,,,,CCE
353,3,3,2,Dr Mohamed Mohamed Zakaria,Electrical Circuits,Class C38,1,4,4,5,,,,,Lecture,Unknown,Electrical Circuits,Class C12,1,2,5,5,Tut,Unknown,Electrical Circuits,Class 72,1,4,2,2,Tut,Unknown,Electrical Circuits,Lab,2,1,2,2,Lab,Unknown,Electrical Circuits,Lab,2,1,3,3,Lab,CCE
354,3,3,2,Dr Mohsen Mandour- Dr said Agamy,Modern Physics,Class 71,1,1,4,5,,,,,Lecture,Unknown,Modern Physics,Class,1,2,4,4,Tut,Unknown,Modern Physics,Class 74,1,4,3,3,Tut,Unknown,Modern Physics,Lab,2,1,6,6,Lab,Unknown,Modern Physics,Lab,2,1,7,7,Lab,CCE
355,3,3,2,Dr Saleh Elshehaby,Programming 1,Class C39,1,4,6,8,,,,,Lecture,,,,,,,,,,,,,,,,,Unknown,Programming 1,Lab,2,2,6,6,Lab,Unknown,Programming 1,Lab,2,2,7,7,Lab,CCE
356,3,3,2,Dr Marwan Torki,Discrete Structures for Computing,Class C38,1,2,8,10,,,,,Lecture,Unknown,Discrete Structures,Class P43,2,2,6,6,Tut,Unknown,Discrete Structures,Class P43,2,2,7,7,Tut,,,,,,,,,,,,,,,,,CCE
357,3,3,3,Dr Mervat Mikhail,Probability and Statistics,C39,1,3,0,1,,,,,Lecture,Unknown,Probability and Statistics,Class 701,1,1,2,2,Tut,Unknown,Probability and Statistics,Class 704,1,4,5,5,Tut,,,,,,,,,,,,,,,,,CCE
358,3,3,3,Dr Thanaa Sharf Eldin,Electrical Circuits,Class C28,1,1,4,5,,,,,Lecture,Unknown,Electrical Circuits,L5,1,3,6,6,Tut,Unknown,Electrical Circuits,Class72,1,5,5,5,Tut,Unknown,Electrical Circuits,Lab,2,5,2,2,Lab,Unknown,Electrical Circuits,Lab,2,5,3,3,Lab,CCE
359,3,3,3,Dr Nansy Deyaa,Programming 1,Class C28,1,1,6,8,,,,,Lecture,,,,,,,,,,,,,,,,,Unknown,Programming 1,Lab,2,4,6,6,Lab,Unknown,Programming 1,Lab,2,4,7,7,Lab,CCE
360,3,3,3,Dr Mohsen Mandour- Dr said Agamy,Modern Physics,L4,1,3,2,3,,,,,Lecture,Unknown,Modern Physics,Class 704,1,3,7,7,Tut,Unknown,Modern Physics,Class 74,1,5,4,4,Tut,Unknown,Modern Physics,Lab,2,3,4,4,Lab,Unknown,Modern Physics,Lab,2,3,5,5,Lab,CCE
361,3,3,3,Dr Abdelazim Mohamed,Math 3,Class C40,1,4,8,10,,,,,Lecture,Unknown,Math 3,Class 704,2,3,4,4,Tut,Unknown,Math 3,Class 704,2,3,5,5,Tut,,,,,,,,,,,,,,,,,CCE
362,3,3,3,Dr Amr Elmasry,Discrete Structures for Computing,Class c39,1,5,7,9,,,,,Lecture,Unknown,Discrete Structures,Class 704,2,4,6,6,Tut,Unknown,Discrete Structures,Class 704,2,4,7,7,Tut,,,,,,,,,,,,,,,,,CCE
363,3,3,4,Dr Mohsen Mandour- Dr said Agamy,Modern Physics,Class C27,1,0,2,3,,,,,Lecture,Unknown,Modern Physics,Class 701,1,1,1,1,Tut,Unknown,Modern Physics,Class 703,1,1,6,6,Tut,Unknown,Modern Physics,Lab,2,0,4,4,Lab,Unknown,Modern Physics,Lab,2,0,5,5,Lab,CCE
364,3,3,4,Dr Mohamed Mohamed Zakaria,Electrical Circuits,P47B,1,2,4,5,,,,,Lecture,Unknown,Electrical Circuits,Class 74,1,1,0,0,Tut,Unknown,Electrical Circuits,Class 704,1,1,7,7,Tut,Unknown,Electrical Circuits,Lab,2,0,4,4,Lab,Unknown,Electrical Circuits,Lab,2,0,5,5,Lab,CCE
365,3,3,4,Dr Mervat Mikhail,Probability and Statistics,Class k1,1,3,6,7,,,,,Lecture,Unknown,Probability and Statistics,Class 703,1,0,9,9,Tut,Unknown,Probability and Statistics,Class 703,1,2,6,6,Tut,,,,,,,,,,,,,,,,,CCE
366,3,3,4,Dr Mohamed Ibrahim El sayed El kholy,Programming 1,Class C27,1,1,2,4,,,,,Lecture,,,,,,,,,,,,,,,,,Unknown,Programming 1,Lab,2,3,0,0,Lab,Unknown,Programming 1,Lab,2,3,1,1,Lab,CCE
367,3,3,4,Dr Amr Abdelrazek,Math 3,Class Lab 3,1,2,0,2,,,,,Lecture,Unknown,Math 3,Class 701,2,0,6,6,Tut,Unknown,Math 3,Class 701,2,0,7,7,Tut,,,,,,,,,,,,,,,,,CCE
368,3,3,4,Dr Marwan Torki,Discrete Structures for Computing,Class C26,1,3,2,4,,,,,Lecture,Unknown,Discrete Structures,Class 701,2,3,0,0,Tut,Unknown,Discrete Structures,Class 701,2,3,1,1,Tut,,,,,,,,,,,,,,,,,CCE
369,3,3,5,Dr Mohamed Mohamed Zakaria,Electrical Circuits,Class C39,1,1,2,3,,,,,Lecture,Unknown,Electrical Circuits,Class 704,1,1,8,8,Tut,Unknown,Electrical Circuits,Class72,1,3,1,1,Tut,Unknown,Electrical Circuits,Lab,2,2,0,0,Lab,Unknown,Electrical Circuits,Lab,2,2,1,1,Lab,CCE
