340,3,3,1,Dr Essam Fouad,Math 3,Class C27,1,0,8,10,,,,,Lecture,Unknown,Math 3,Class C11,2,0,6,6,Tut,Unknown,Math 3,Class C11,2,0,7,7,Tut,,,,,,,,,,,,,,,,,None
341,3,3,1,Dr Islam Abdelmaksoud,Probability and Statistics,C38,1,3,6,7,,,,,Lecture,Unknown,Probability and Statistics,Class 703,1,3,4,4,Tut,Unknown,Probability and Statistics,Class 703,1,3,9,9,Tut,,,,,,,,,,,,,,,,,None
342,3,3,2,Dr Essam Fouad,Math 3,Class 103,1,1,8,10,,,,,Lecture,Unknown,Math 3,Class 701,2,1,6,6,Tut,Unknown,Math 3,Class 701,2,1,7,7,Tut,,,,,,,,,,,,,,,,,None
343,3,3,2,Dr Islam Abdelmaksoud,Probability and Statistics,C38,1,3,8,9,,,,,Lecture,Unknown,Probability and Statistics,Class 703,1,3,6,6,Tut,Unknown,Probability and Statistics,Class 703,1,3,11,11,Tut,,,,,,,,,,,,,,,,,None
